model,min,T,A
AT_3,0.01,55.33,0.0345
AT_3,0.02,55.36,0.0345
AT_3,0.03,55.4,0.0345
AT_3,0.02,55.43,0.0345
AT_3,0.03,55.46,0.0345
AT_3,0.02,55.47,0.0345
AT_3,0.02,55.51,0.0345
AT_3,0.03,55.54,0.0345
AT_3,0.02,55.57,0.0345
AT_3,0.03,55.6,0.0345
AT_3,0.02,55.63,0.0345
AT_3,0.03,55.66,0.0345
AT_3,0.02,55.69,0.0345
AT_3,0.01,55.71,0.0345
AT_3,0.04,55.75,0.0345
AT_3,0.01,55.77,0.0345
AT_3,0.04,55.8,0.0345
AT_3,0.01,55.84,0.0345
AT_3,0.02,55.87,0.0345
AT_3,0.03,55.88,0.0345
AT_3,0.02,55.92,0.0345
AT_3,0.03,55.95,0.0345
AT_3,0.02,55.99,0.0345
AT_3,0.02,56.01,0.0345
AT_3,0.03,56.04,0.0345
AT_3,0.02,56.06,0.0345
AT_3,0.03,56.1,0.0345
AT_3,0.02,56.12,0.0345
AT_3,0.01,56.16,0.0345
AT_3,0.04,56.18,0.0345
AT_3,0.01,56.22,0.0345
AT_3,0.04,56.25,0.0345
AT_3,0.01,56.27,0.0345
AT_3,0.02,56.29,0.0345
AT_3,0.03,56.33,0.0345
AT_3,0.02,56.36,0.0345
AT_3,0.03,56.39,0.0345
AT_3,0.02,56.41,0.0345
AT_3,0.02,56.44,0.0345
AT_3,0.03,56.47,0.0345
AT_3,0.02,56.49,0.0345
AT_3,0.03,56.52,0.0345
AT_3,0.02,56.56,0.0345
AT_3,0.01,56.58,0.0345
AT_3,0.04,56.6,0.0345
AT_3,0.01,56.64,0.0345
AT_3,0.04,56.66,0.0345
AT_3,0.01,56.68,0.0345
AT_3,0.02,56.72,0.0345
AT_3,0.03,56.75,0.0345
AT_3,0.02,56.76,0.0345
AT_3,0.03,56.79,0.0345
AT_3,0.02,56.83,0.0345
AT_3,0.02,56.85,0.0345
AT_3,0.03,56.87,0.0345
AT_3,0.02,56.9,0.0345
AT_3,0.03,56.93,0.0345
AT_3,0.02,56.96,0.0345
AT_3,0.01,56.99,0.0345
AT_3,0.04,57.01,0.0345
AT_3,0.01,57.02,0.0345
AT_3,0.04,57.06,0.0345
AT_3,0.01,57.09,0.0345
AT_3,0.02,57.12,0.0345
AT_3,0.03,57.14,0.0345
AT_3,0.02,57.17,0.0345
AT_3,0.03,57.19,0.0345
AT_3,0.02,57.21,0.0345
AT_3,0.03,57.25,0.0345
AT_3,0.02,57.27,0.0345
AT_3,0.02,57.29,0.0345
AT_3,0.03,57.33,0.0345
AT_3,0.02,57.35,0.0345
AT_3,0.03,57.36,0.0345
AT_3,0.02,57.39,0.0345
AT_3,0.01,57.43,0.0345
AT_3,0.04,57.44,0.0345
AT_3,0.01,57.47,0.0345
AT_3,0.04,57.5,0.0345
AT_3,0.01,57.52,0.0345
AT_3,0.02,57.56,0.0345
AT_3,0.03,57.58,0.0345
AT_3,0.02,57.59,0.0345
AT_3,0.03,57.63,0.0345
AT_3,0.02,57.65,0.0345
AT_3,0.02,57.67,0.0345
AT_3,0.03,57.7,0.0345
AT_3,0.02,57.73,0.0345
AT_3,0.03,57.75,0.0345
AT_3,0.02,57.77,0.0345
AT_3,0.01,57.79,0.0345
AT_3,0.04,57.81,0.0345
AT_3,0.01,57.85,0.0345
AT_3,0.04,57.86,0.0345
AT_3,0.01,57.89,0.0345
AT_3,0.02,57.92,0.0345
AT_3,0.03,57.94,0.0345
AT_3,0.02,57.96,0.0345
AT_3,0.03,57.98,0.0345
AT_3,0.02,58.01,0.0345
AT_3,0.02,58.03,0.0345
AT_3,0.03,58.05,0.0345
AT_3,0.02,58.08,0.0345
AT_3,0.03,58.1,0.0345
AT_3,0.03,58.13,0.0345
AT_3,0.04,58.17,0.0345
AT_3,0.03,58.21,0.0345
AT_3,0.02,58.24,0.0345
AT_3,0.03,58.26,0.0345
AT_3,0.02,58.28,0.0345
AT_3,0.03,58.31,0.0345
AT_3,0.02,58.32,0.0345
AT_3,0.01,58.35,0.0345
AT_3,0.04,58.37,0.0345
AT_3,0.01,58.39,0.0345
AT_3,0.04,58.42,0.0345
AT_3,0.01,58.44,0.0345
AT_3,0.02,58.46,0.0345
AT_3,0.03,58.48,0.0345
AT_3,0.02,58.5,0.0345
AT_3,0.03,58.52,0.0345
AT_3,0.02,58.55,0.0345
AT_3,0.02,58.58,0.0345
AT_3,0.03,58.58,0.0345
AT_3,0.02,58.61,0.0345
AT_3,0.03,58.63,0.0345
AT_3,0.02,58.65,0.0345
AT_3,0.01,58.66,0.0345
AT_3,0.04,58.7,0.0345
AT_3,0.01,58.7,0.0345
AT_3,0.04,58.73,0.0345
AT_3,0.01,58.75,0.0345
AT_3,0.02,58.77,0.0345
AT_3,0.03,58.8,0.0345
AT_3,0.02,58.82,0.0345
AT_3,0.03,58.83,0.0345
AT_3,0.02,58.86,0.0345
AT_3,0.02,58.88,0.0345
AT_3,0.03,58.9,0.0345
AT_3,0.02,58.91,0.0345
AT_3,0.03,58.94,0.0345
AT_3,0.02,58.97,0.0345
AT_3,0.01,58.99,0.0345
AT_3,0.04,59.02,0.0345
AT_3,0.01,59.03,0.0345
AT_3,0.04,59.05,0.0345
AT_3,0.01,59.07,0.0345
AT_3,0.02,59.09,0.0345
AT_3,0.03,59.11,0.0345
AT_3,0.02,59.14,0.0345
AT_3,0.03,59.15,0.0345
AT_3,0.02,59.17,0.0345
AT_3,0.02,59.19,0.0345
AT_3,0.03,59.22,0.0345
AT_3,0.02,59.23,0.0345
AT_3,0.03,59.25,0.0345
AT_3,0.02,59.28,0.0345
AT_3,0.03,59.29,0.0345
AT_3,0.02,59.31,0.0345
AT_3,0.01,59.33,0.0345
AT_3,0.04,59.35,0.0345
AT_3,0.01,59.36,0.0345
AT_3,0.04,59.38,0.0345
AT_3,0.01,59.4,0.0345
AT_3,0.02,59.42,0.0345
AT_3,0.03,59.44,0.0345
AT_3,0.02,59.47,0.0345
AT_3,0.03,59.48,0.0345
AT_3,0.02,59.51,0.0345
AT_3,0.02,59.53,0.0345
AT_3,0.03,59.55,0.0345
AT_3,0.02,59.57,0.0345
AT_3,0.03,59.58,0.0345
AT_3,0.02,59.62,0.0345
AT_3,0.01,59.62,0.0345
AT_3,0.04,59.64,0.0345
AT_3,0.01,59.66,0.0345
AT_3,0.04,59.68,0.0345
AT_3,0.01,59.7,0.0345
AT_3,0.02,59.72,0.0345
AT_3,0.03,59.74,0.0345
AT_3,0.02,59.75,0.0345
AT_3,0.03,59.78,0.0345
AT_3,0.02,59.79,0.0345
AT_3,0.02,59.82,0.0345
AT_3,0.03,59.83,0.0345
AT_3,0.02,59.84,0.0345
AT_3,0.03,59.87,0.0345
AT_3,0.02,59.89,0.0345
AT_3,0.01,59.92,0.0345
AT_3,0.04,59.93,0.0345
AT_3,0.01,59.95,0.0345
AT_3,0.04,59.96,0.0345
AT_3,0.01,59.98,0.0345
AT_3,0.02,60,0.0345
AT_3,0.03,60.01,0.0345
AT_3,0.02,60.04,0.0345
AT_3,0.03,60.05,0.0345
AT_3,0.02,60.06,0.0345
AT_3,0.02,60.09,0.0345
AT_3,0.03,60.09,0.0345
AT_3,0.02,60.11,0.0345
AT_3,0.03,60.13,0.0345
AT_3,0.02,60.15,0.0345
AT_3,0.5,60.69,0.0345
AT_3,0.03,60.7,0.0345
AT_3,0.02,60.71,0.0345
AT_3,0.01,60.72,0.0345
AT_3,0.04,60.75,0.0345
AT_3,0.01,60.77,0.0345
AT_3,0.04,60.79,0.0345
AT_3,0.01,60.79,0.0345
AT_3,0.04,60.82,0.0345
AT_3,0.01,60.83,0.0345
AT_3,0.02,60.84,0.0345
AT_3,0.03,60.86,0.0345
AT_3,0.02,60.87,0.0345
AT_3,0.03,60.89,0.0345
AT_3,0.02,60.91,0.0345
AT_3,0.02,60.92,0.0345
AT_3,0.03,60.94,0.0345
AT_3,0.02,60.94,0.0345
AT_3,0.03,60.97,0.0345
AT_3,0.02,60.98,0.0345
AT_3,0.01,61.01,0.0345
AT_3,0.04,61.02,0.0345
AT_3,0.01,61.03,0.0345
AT_3,0.04,61.05,0.0345
AT_3,0.01,61.06,0.0345
AT_3,0.04,61.08,0.0345
AT_3,0.01,61.09,0.0345
AT_3,0.02,61.11,0.0345
AT_3,0.03,61.12,0.0345
AT_3,0.02,61.14,0.0345
AT_3,0.03,61.15,0.0345
AT_3,0.02,61.17,0.0345
AT_3,0.03,61.19,0.0345
AT_3,0.02,61.2,0.0345
AT_3,0.02,61.22,0.0345
AT_3,0.03,61.24,0.0345
AT_3,0.02,61.24,0.0345
AT_3,0.03,61.26,0.0345
AT_3,0.02,61.27,0.0345
AT_3,0.01,61.3,0.0345
AT_3,0.04,61.33,0.0345
AT_3,0.01,61.33,0.0345
AT_3,0.04,61.34,0.0345
AT_3,0.01,61.35,0.0345
AT_3,0.02,61.37,0.0345
AT_3,0.03,61.39,0.0345
AT_3,0.02,61.4,0.0345
AT_3,0.03,61.42,0.0345
AT_3,0.02,61.44,0.0345
AT_3,0.03,61.45,0.0345
AT_3,0.02,61.47,0.0345
AT_3,0.02,61.48,0.0345
AT_3,0.03,61.48,0.0345
AT_3,0.02,61.5,0.0345
AT_3,0.03,61.53,0.0345
AT_3,0.02,61.53,0.0345
AT_3,0.01,61.55,0.0345
AT_3,0.04,61.56,0.0345
AT_3,0.01,61.57,0.0345
AT_3,0.04,61.59,0.0345
AT_3,0.01,61.6,0.0345
AT_3,0.04,61.62,0.0345
AT_3,0.01,61.63,0.0345
AT_3,0.02,61.65,0.0345
AT_3,0.03,61.65,0.0345
AT_3,0.02,61.67,0.0345
AT_3,0.03,61.69,0.0345
AT_3,0.02,61.7,0.0345
AT_3,0.03,61.71,0.0345
AT_3,0.04,61.72,0.0345
AT_3,0.01,61.74,0.0345
AT_3,0.02,61.76,0.0345
AT_3,0.03,61.78,0.0345
AT_3,0.02,61.79,0.0345
AT_3,0.03,61.8,0.0345
AT_3,0.02,61.81,0.0345
AT_3,0.02,61.83,0.0345
AT_3,0.03,61.85,0.0345
AT_3,0.02,61.86,0.0345
AT_3,0.03,61.88,0.0345
AT_3,0.02,61.9,0.0345
AT_3,0.03,61.91,0.0345
AT_3,0.03,61.93,0.0345
AT_3,0.04,61.95,0.0345
AT_3,0.01,61.96,0.0345
AT_3,0.04,61.97,0.0345
AT_3,0.03,62,0.0345
AT_3,0.03,62.01,0.0345
AT_3,0.04,62.02,0.0345
AT_3,0.03,62.05,0.0345
AT_3,0.02,62.06,0.0345
AT_3,0.03,62.07,0.0345
AT_3,0.03,62.09,0.0345
AT_3,0.02,62.09,0.0345
AT_3,0.03,62.12,0.0345
AT_3,0.04,62.13,0.0345
AT_3,0.03,62.15,0.0345
AT_3,0.03,62.17,0.0345
AT_3,0.05,62.2,0.0345
AT_3,0.04,62.21,0.0345
AT_3,0.03,62.23,0.0345
AT_3,0.02,62.24,0.0345
AT_3,0.03,62.25,0.0345
AT_3,0.02,62.27,0.0345
AT_3,0.03,62.29,0.0345
AT_3,0.03,62.3,0.0345
AT_3,0.04,62.32,0.0345
AT_3,0.03,62.33,0.0345
AT_3,0.02,62.35,0.0345
AT_3,0.03,62.36,0.0345
AT_3,0.03,62.38,0.0345
AT_3,0.02,62.38,0.0345
AT_3,0.03,62.4,0.0345
AT_3,0.04,62.41,0.0345
AT_3,0.01,62.42,0.0345
AT_3,0.04,62.44,0.0345
AT_3,0.05,62.45,0.0345
AT_3,0.03,62.47,0.0345
AT_3,0.03,62.51,0.0345
AT_3,0.05,62.52,0.0345
AT_3,0.04,62.53,0.0345
AT_3,0.03,62.55,0.0345
AT_3,0.02,62.56,0.0345
AT_3,0.03,62.57,0.0345
AT_3,0.02,62.58,0.0345
AT_3,0.03,62.59,0.0345
AT_3,0.02,62.59,0.0345
AT_3,0.03,62.6,0.0345
AT_3,0.02,62.61,0.0345
AT_3,0.03,62.63,0.0345
AT_3,0.03,62.64,0.0345
AT_3,0.04,62.66,0.0345
AT_3,0.01,62.67,0.0345
AT_3,0.04,62.68,0.0345
AT_3,0.03,62.69,0.0345
AT_3,0.03,62.71,0.0345
AT_3,0.02,62.73,0.0345
AT_3,0.03,62.75,0.0345
AT_3,0.04,62.75,0.0345
AT_3,0.01,62.76,0.0345
AT_3,0.02,62.78,0.0345
AT_3,0.05,62.8,0.0345
AT_3,0.02,62.8,0.0345
AT_3,0.01,62.81,0.0345
AT_3,0.04,62.82,0.0345
AT_3,0.01,62.83,0.0345
AT_3,0.04,62.84,0.0345
AT_3,0.01,62.84,0.0345
AT_3,0.02,62.86,0.0345
AT_3,0.03,62.88,0.0345
AT_3,0.02,62.89,0.0345
AT_3,0.03,62.9,0.0345
AT_3,0.02,62.9,0.0345
AT_3,0.03,62.92,0.0345
AT_3,0.02,62.93,0.0345
AT_3,0.02,62.94,0.0345
AT_3,0.03,62.95,0.0345
AT_3,0.02,62.96,0.0345
AT_3,0.03,62.97,0.0345
AT_3,0.02,62.98,0.0345
AT_3,0.01,62.99,0.0345
AT_3,0.04,63.01,0.0345
AT_3,0.01,63.02,0.0345
AT_3,0.04,63.03,0.0345
AT_3,0.01,63.04,0.0345
AT_3,0.02,63.05,0.0345
AT_3,0.03,63.06,0.0345
AT_3,0.02,63.07,0.0345
AT_3,0.03,63.08,0.0345
AT_3,0.02,63.09,0.0345
AT_3,0.03,63.1,0.0345
AT_3,0.02,63.12,0.0345
AT_3,0.02,63.12,0.0345
AT_3,0.03,63.15,0.0345
AT_3,0.02,63.15,0.0345
AT_3,0.03,63.14,0.0345
AT_3,0.02,63.17,0.0345
AT_3,0.03,63.18,0.0345
AT_3,0.05,63.2,0.0345
AT_3,0.03,63.21,0.0345
AT_3,0.02,63.23,0.0345
AT_3,0.03,63.23,0.0345
AT_3,0.05,63.26,0.0345
AT_3,0.02,63.26,0.0345
AT_3,0.05,63.29,0.0345
AT_3,0.03,63.3,0.0345
AT_3,0.05,63.32,0.0345
AT_3,0.04,63.33,0.0345
AT_3,0.03,63.35,0.0345
AT_3,0.03,63.35,0.0345
AT_3,0.02,63.37,0.0345
AT_3,0.05,63.38,0.0345
AT_3,0.05,63.39,0.0345
AT_3,0.03,63.41,0.0345
AT_3,0.04,63.43,0.0345
AT_3,0.01,63.43,0.0345
AT_3,0.04,63.45,0.0345
AT_3,0.05,63.46,0.0345
AT_3,0.03,63.47,0.0345
AT_3,0.03,63.48,0.0345
AT_3,0.02,63.48,0.0345
AT_3,0.03,63.5,0.0345
AT_3,0.04,63.51,0.0345
AT_3,0.03,63.53,0.0345
AT_3,0.03,63.54,0.0345
AT_3,0.02,63.55,0.0345
AT_3,0.03,63.55,0.0345
AT_3,0.02,63.56,0.0345
AT_3,0.03,63.57,0.0345
AT_3,0.04,63.58,0.0345
AT_3,0.03,63.59,0.0345
AT_3,0.02,63.59,0.0345
AT_3,0.03,63.6,0.0345
AT_3,0.03,63.61,0.0345
AT_3,0.02,63.63,0.0345
AT_3,0.03,63.63,0.0345
AT_3,0.02,63.64,0.0345
AT_3,0.05,63.65,0.0345
AT_3,0.02,63.65,0.0345
AT_3,0.03,63.66,0.0345
AT_3,0.03,63.67,0.0345
AT_3,0.04,63.67,0.0345
AT_3,0.03,63.68,0.0345
AT_3,0.03,63.69,0.0345
AT_3,0.02,63.7,0.0345
AT_3,0.03,63.71,0.0345
AT_3,0.02,63.71,0.0345
AT_3,0.03,63.72,0.0345
AT_3,0.04,63.73,0.0345
AT_3,0.01,63.74,0.0345
AT_3,0.04,63.75,0.0345
AT_3,0.03,63.76,0.0345
AT_3,0.03,63.76,0.0345
AT_3,0.02,63.77,0.0345
AT_3,0.03,63.78,0.0345
AT_3,0.04,63.8,0.0345
AT_3,0.03,63.8,0.0345
AT_3,0.02,63.83,0.0345
AT_3,0.03,63.83,0.0345
AT_3,0.03,63.84,0.0345
AT_3,0.02,63.85,0.0345
AT_3,0.03,63.85,0.0345
AT_3,0.02,63.85,0.0345
AT_3,0.02,63.87,0.0345
AT_3,0.03,63.87,0.0345
AT_3,0.02,63.87,0.0345
AT_3,0.03,63.88,0.0345
AT_3,0.02,63.89,0.0345
AT_3,0.01,63.91,0.0345
AT_3,0.04,63.91,0.0345
AT_3,0.01,63.91,0.0345
AT_3,0.04,63.92,0.0345
AT_3,0.01,63.92,0.0345
AT_3,0.02,63.94,0.0345
AT_3,0.05,63.95,0.0345
AT_3,0.02,63.96,0.0345
AT_3,0.03,63.97,0.0345
AT_3,0.03,63.97,0.0345
AT_3,0.04,63.99,0.0345
AT_3,0.01,63.99,0.0345
AT_3,0.04,64,0.0345
AT_3,0.01,64.01,0.0345
AT_3,0.04,64.02,0.0345
AT_3,0.01,64.03,0.0345
AT_3,0.04,64.03,0.0345
AT_3,0.01,64.05,0.0345
AT_3,0.02,64.06,0.0345
AT_3,0.03,64.07,0.0345
AT_3,0.04,64.08,0.0345
AT_3,0.03,64.09,0.0345
AT_3,0.03,64.1,0.0345
AT_3,0.04,64.11,0.0345
AT_3,0.03,64.13,0.0345
AT_3,0.02,64.14,0.0345
AT_3,0.05,64.14,0.0345
AT_3,0.03,64.16,0.0345
AT_3,0.03,64.18,0.0345
AT_3,0.02,64.18,0.0345
AT_3,0.03,64.2,0.0345
AT_3,0.05,64.21,0.0345
AT_3,0.02,64.22,0.0345
AT_3,0.03,64.23,0.0345
AT_3,0.02,64.24,0.0345
AT_3,0.03,64.24,0.0345
AT_3,0.04,64.25,0.0345
AT_3,0.01,64.27,0.0345
AT_3,0.04,64.28,0.0345
AT_3,0.03,64.27,0.0345
AT_3,0.02,64.28,0.0345
AT_3,0.03,64.29,0.0345
AT_3,0.02,64.29,0.0345
AT_3,0.03,64.3,0.0345
AT_3,0.02,64.31,0.0345
AT_3,0.03,64.32,0.0345
AT_3,0.02,64.31,0.0345
AT_3,0.03,64.32,0.0345
AT_3,0.02,64.33,0.0345
AT_3,0.03,64.33,0.0345
AT_3,0.02,64.34,0.0345
AT_3,0.03,64.34,0.0345
AT_3,0.02,64.36,0.0345
AT_3,0.01,64.35,0.0345
AT_3,0.04,64.37,0.0345
AT_3,0.01,64.36,0.0345
AT_3,0.02,64.36,0.0345
AT_3,0.03,64.37,0.0345
AT_3,0.02,64.38,0.0345
AT_3,0.03,64.39,0.0345
AT_3,0.02,64.39,0.0345
AT_3,0.02,64.39,0.0345
AT_3,0.03,64.39,0.0345
AT_3,0.02,64.4,0.0345
AT_3,0.03,64.41,0.0345
AT_3,0.02,64.4,0.0345
AT_3,0.01,64.41,0.0345
AT_3,0.04,64.42,0.0345
AT_3,0.01,64.42,0.0345
AT_3,0.04,64.43,0.0345
AT_3,0.01,64.43,0.0345
AT_3,0.02,64.44,0.0345
AT_3,0.03,64.44,0.0345
AT_3,0.02,64.44,0.0345
AT_3,0.02,64.45,0.0345
AT_3,0.03,64.45,0.0345
AT_3,0.02,64.47,0.0345
AT_3,0.03,64.46,0.0345
AT_3,0.02,64.47,0.0345
AT_3,0.01,64.47,0.0345
AT_3,0.04,64.48,0.0345
AT_3,0.01,64.48,0.0345
AT_3,0.04,64.49,0.0345
AT_3,0.01,64.49,0.0345
AT_3,0.02,64.49,0.0345
AT_3,0.03,64.5,0.0345
AT_3,0.02,64.51,0.0345
AT_3,0.03,64.51,0.0345
AT_3,0.02,64.51,0.0345
AT_3,0.02,64.52,0.0345
AT_3,0.03,64.52,0.0345
AT_3,0.02,64.53,0.0345
AT_3,0.01,64.53,0.0345
AT_3,0.04,64.54,0.0345
AT_3,0.01,64.54,0.0345
AT_3,0.04,64.55,0.0345
AT_3,0.01,64.54,0.0345
AT_3,0.02,64.55,0.0345
AT_3,0.03,64.57,0.0345
AT_3,0.02,64.57,0.0345
AT_3,0.03,64.57,0.0345
AT_3,0.02,64.58,0.0345
AT_3,0.02,64.59,0.0345
AT_3,0.03,64.59,0.0345
AT_3,0.02,64.61,0.0345
AT_3,0.03,64.61,0.0345
AT_3,0.02,64.6,0.0345
AT_3,0.01,64.61,0.0345
AT_3,0.04,64.62,0.0345
AT_3,0.01,64.63,0.0345
AT_3,0.02,64.63,0.0345
AT_3,0.03,64.65,0.0345
AT_3,0.02,64.65,0.0345
AT_3,0.03,64.65,0.0345
AT_3,0.02,64.66,0.0345
AT_3,0.02,64.67,0.0345
AT_3,0.03,64.66,0.0345
AT_3,0.02,64.67,0.0345
AT_3,0.03,64.67,0.0345
AT_3,0.02,64.68,0.0345
AT_3,0.01,64.68,0.0345
AT_3,0.04,64.7,0.0345
AT_3,0.01,64.7,0.0345
AT_3,0.04,64.7,0.0345
AT_3,0.01,64.71,0.0345
AT_3,0.02,64.73,0.0345
AT_3,0.03,64.73,0.0345
AT_3,0.02,64.74,0.0345
AT_3,0.03,64.74,0.0345
AT_3,0.02,64.74,0.0345
AT_3,0.02,64.76,0.0345
AT_3,0.03,64.77,0.0345
AT_3,0.02,64.77,0.0345
AT_3,0.01,64.77,0.0345
AT_3,0.04,64.79,0.0345
AT_3,0.01,64.79,0.0345
AT_3,0.04,64.8,0.0345
AT_3,0.01,64.8,0.0345
AT_3,0.02,64.81,0.0345
AT_3,0.03,64.82,0.0345
AT_3,0.02,64.81,0.0345
AT_3,0.03,64.82,0.0345
AT_3,0.02,64.83,0.0345
AT_3,0.02,64.83,0.0345
AT_3,0.03,64.85,0.0345
AT_3,0.02,64.86,0.0345
AT_3,0.03,64.86,0.0345
AT_3,0.02,64.87,0.0345
AT_3,0.01,64.88,0.0345
AT_3,0.04,64.88,0.0345
AT_3,0.01,64.89,0.0345
AT_3,0.04,64.89,0.0345
AT_3,0.01,64.9,0.0345
AT_3,0.02,64.9,0.0345
AT_3,0.03,64.91,0.0345
AT_3,0.02,64.92,0.0345
AT_3,0.02,64.92,0.0345
AT_3,0.03,64.94,0.0345
AT_3,0.02,64.94,0.0345
AT_3,0.03,64.95,0.0345
AT_3,0.02,64.95,0.0345
AT_3,0.01,64.96,0.0345
AT_3,0.04,64.96,0.0345
AT_3,0.01,64.96,0.0345
AT_3,0.04,64.97,0.0345
AT_3,0.01,64.97,0.0345
AT_3,0.02,64.97,0.0345
AT_3,0.03,64.99,0.0345
AT_3,0.02,64.98,0.0345
AT_3,0.03,64.98,0.0345
AT_3,0.02,65,0.0345
AT_3,0.02,64.99,0.0345
AT_3,0.03,65,0.0345
AT_3,0.02,65,0.0345
AT_3,0.03,65.01,0.0345
AT_3,0.02,65.01,0.0345
AT_3,0.01,65.02,0.0345
AT_3,0.04,65.02,0.0345
AT_3,0.01,65.02,0.0345
AT_3,0.02,65.02,0.0345
AT_3,0.03,65.03,0.0345
AT_3,0.02,65.04,0.0345
AT_3,0.03,65.04,0.0345
AT_3,0.02,65.05,0.0345
AT_3,0.02,65.04,0.0345
AT_3,0.03,65.04,0.0345
AT_3,0.02,65.05,0.0345
AT_3,0.03,65.05,0.0345
AT_3,0.02,65.05,0.0345
AT_3,0.01,65.05,0.0345
AT_3,0.04,65.06,0.0345
AT_3,0.01,65.06,0.0345
AT_3,0.04,65.06,0.0345
AT_3,0.01,65.07,0.0345
AT_3,0.02,65.07,0.0345
AT_3,0.03,65.08,0.0345
AT_3,0.02,65.07,0.0345
AT_3,0.02,65.08,0.0345
AT_3,0.03,65.08,0.0345
AT_3,0.02,65.08,0.0345
AT_3,0.03,65.09,0.0345
AT_3,0.02,65.1,0.0345
AT_3,0.01,65.1,0.0345
AT_3,0.04,65.1,0.0345
AT_3,0.01,65.1,0.0345
AT_3,0.04,65.11,0.0345
AT_3,0.01,65.11,0.0345
AT_3,0.02,65.11,0.0345
AT_3,0.03,65.13,0.0345
AT_3,0.02,65.13,0.0345
AT_3,0.03,65.14,0.0345
AT_3,0.02,65.15,0.0345
AT_3,0.02,65.15,0.0345
AT_3,0.03,65.15,0.0345
AT_3,0.02,65.16,0.0345
AT_3,0.01,65.17,0.0345
AT_3,0.04,65.17,0.0345
AT_3,0.01,65.18,0.0345
AT_3,0.04,65.18,0.0345
AT_3,0.01,65.19,0.0345
AT_3,0.02,65.2,0.0345
AT_3,0.03,65.18,0.0345
AT_3,0.02,65.2,0.0345
AT_3,0.03,65.2,0.0345
AT_3,0.02,65.2,0.0345
AT_3,0.02,65.21,0.0345
AT_3,0.03,65.21,0.0345
AT_3,0.02,65.21,0.0345
AT_3,0.03,65.23,0.0345
AT_3,0.02,65.22,0.0345
AT_3,0.01,65.23,0.0345
AT_3,0.04,65.22,0.0345
AT_3,0.01,65.23,0.0345
AT_3,0.02,65.23,0.0345
AT_3,0.03,65.23,0.0345
AT_3,0.02,65.24,0.0345
AT_3,0.03,65.24,0.0345
AT_3,0.02,65.25,0.0345
AT_3,0.02,65.25,0.0345
AT_3,0.03,65.24,0.0345
AT_3,0.02,65.25,0.0345
AT_3,0.03,65.25,0.0345
AT_3,0.02,65.25,0.0345
AT_3,0.01,65.25,0.0345
AT_3,0.04,65.27,0.0345
AT_3,0.01,65.27,0.0345
AT_3,0.04,65.27,0.0345
AT_3,0.01,65.28,0.0345
AT_3,0.02,65.28,0.0345
AT_3,0.03,65.28,0.0345
AT_3,0.02,65.29,0.0345
AT_3,0.02,65.29,0.0345
AT_3,0.03,65.29,0.0345
AT_3,0.02,65.31,0.0345
AT_3,0.03,65.3,0.0345
AT_3,0.02,65.31,0.0345
AT_3,0.01,65.31,0.0345
AT_3,0.04,65.31,0.0345
AT_3,0.01,65.32,0.0345
AT_3,0.04,65.33,0.0345
AT_3,0.01,65.33,0.0345
AT_3,0.02,65.33,0.0345
AT_3,0.03,65.33,0.0345
AT_3,0.02,65.33,0.0345
AT_3,0.03,65.35,0.0345
AT_3,0.02,65.35,0.0345
AT_3,0.02,65.36,0.0345
AT_3,0.03,65.35,0.0345
AT_3,0.02,65.36,0.0345
AT_3,0.03,65.36,0.0345
AT_3,0.02,65.36,0.0345
AT_3,0.01,65.36,0.0345
AT_3,0.04,65.37,0.0345
AT_3,0.01,65.39,0.0345
AT_3,0.02,65.38,0.0345
AT_3,0.03,65.38,0.0345
AT_3,0.02,65.39,0.0345
AT_3,0.03,65.4,0.0345
AT_3,0.02,65.39,0.0345
AT_3,0.02,65.39,0.0345
AT_3,0.03,65.41,0.0345
AT_3,0.02,65.41,0.0345
AT_3,0.03,65.42,0.0345
AT_3,0.02,65.41,0.0345
AT_3,0.01,65.42,0.0345
AT_3,0.04,65.42,0.0345
AT_3,0.01,65.42,0.0345
AT_3,0.04,65.43,0.0345
AT_3,0.01,65.44,0.0345
AT_3,0.02,65.43,0.0345
AT_3,0.03,65.44,0.0345
AT_3,0.02,65.44,0.0345
AT_3,0.02,65.44,0.0345
AT_3,0.03,65.45,0.0345
AT_3,0.02,65.46,0.0345
AT_3,0.03,65.46,0.0345
AT_3,0.02,65.46,0.0345
AT_3,0.01,65.47,0.0345
AT_3,0.04,65.47,0.0345
AT_3,0.01,65.47,0.0345
AT_3,0.04,65.48,0.0345
AT_3,0.01,65.48,0.0345
AT_3,0.02,65.5,0.0345
AT_3,0.03,65.49,0.0345
AT_3,0.02,65.5,0.0345
AT_3,0.03,65.51,0.0345
AT_3,0.02,65.5,0.0345
AT_3,0.02,65.51,0.0345
AT_3,0.03,65.51,0.0345
AT_3,0.02,65.52,0.0345
AT_3,0.01,65.51,0.0345
AT_3,0.04,65.52,0.0345
AT_3,0.01,65.52,0.0345
AT_3,0.04,65.53,0.0345
AT_3,0.01,65.53,0.0345
AT_3,0.02,65.53,0.0345
AT_3,0.03,65.53,0.0345
AT_3,0.02,65.53,0.0345
AT_3,0.03,65.54,0.0345
AT_3,0.02,65.54,0.0345
AT_3,0.02,65.55,0.0345
AT_3,0.03,65.55,0.0345
AT_3,0.02,65.55,0.0345
AT_3,0.03,65.56,0.0345
AT_3,0.02,65.55,0.0345
AT_3,0.01,65.56,0.0345
